exp_id,parent_id,date,approach,change,tier,n_features,cv_mean,cv_std,folds,delta,significant,lb,runtime_min,seed,config,verdict,gini_pred,total_rel_err,best_iters,notes
e0182,e0101,2026-08-17T11:41:54,nn_seq,frozen-fold arch search winner #3: gru d32 L3 dropout 0.34 lr 1.4e-03 wd 3.1e-05 batch 256 15 epochs,confirm,13,1.76543,0.02308,"[1.77502, 1.79627, 1.77718, 1.74712, 1.73155]",-0.16319,yes,,6.0,0,configs/e0182_seqtuned.yaml,kill,0.777,-0.5985,"[[1.91204, 1.77505, 1.77192, 1.76963, 1.76786, 1.76704, 1.76619, 1.76577, 1.76488, 1.76394, 1.76327, 1.76263, 1.7623, 1.76176, 1.7617], [1.9139, 1.77623, 1.77169, 1.76994, 1.76856, 1.76738, 1.76671, 1.76561, 1.76522, 1.76443, 1.76388, 1.76333, 1.7629, 1.76269, 1.76253], [1.92053, 1.77817, 1.77505, 1.77318, 1.77221, 1.7713, 1.7706, 1.76967, 1.76918, 1.76846, 1.76807, 1.76756, 1.76721, 1.767, 1.76683], [1.9309, 1.78251, 1.77977, 1.77831, 1.77702, 1.77624, 1.77566, 1.77465, 1.77416, 1.77359, 1.77317, 1.77258, 1.77233, 1.7722, 1.77212], [1.93085, 1.77954, 1.77663, 1.77504, 1.77425, 1.77313, 1.7724, 1.77177, 1.77117, 1.77075, 1.77032, 1.76986, 1.76964, 1.76947, 1.76931]]",3rd (fold4 1.73155); top-3 kept as separate members so the blend can use their disagreement
e0183,e0101,2026-08-17T19:30:07,nn_seq,arch-search rank 4: gru d32 L3 dropout 0.36 lr 1.57e-03 wd 4.44e-05 batch 256 13 epochs,confirm,13,1.76559,0.02303,"[1.77516, 1.79638, 1.77727, 1.74734, 1.73179]",-0.16303,yes,,5.3,0,configs/e0183_seqtuned.yaml,kill,0.7769,-0.5985,"[[1.8993, 1.77483, 1.77193, 1.76933, 1.76769, 1.76669, 1.76579, 1.76527, 1.76421, 1.76326, 1.76264, 1.7622, 1.76203], [1.90182, 1.77554, 1.7717, 1.76993, 1.76834, 1.76711, 1.76624, 1.76541, 1.7646, 1.76396, 1.7634, 1.76308, 1.7628], [1.90643, 1.77829, 1.77481, 1.77311, 1.77193, 1.77104, 1.77024, 1.76936, 1.76883, 1.76807, 1.76762, 1.76731, 1.76705], [1.91492, 1.7825, 1.77953, 1.77806, 1.77679, 1.77602, 1.77547, 1.7745, 1.77395, 1.77327, 1.7728, 1.77247, 1.77228], [1.91557, 1.77964, 1.77662, 1.77481, 1.77398, 1.77284, 1.77212, 1.77135, 1.77092, 1.77034, 1.76995, 1.76966, 1.76947]]","stage-2 confirm; screened on fold 4 only, selection deferred to the 5-fold mean"
e0184,e0101,2026-08-17T19:36:11,nn_seq,arch-search rank 5: gru d32 L3 dropout 0.35 lr 9.42e-04 wd 4.39e-05 batch 256 15 epochs,confirm,13,1.76607,0.02322,"[1.77568, 1.7969, 1.77818, 1.74774, 1.73186]",-0.16255,yes,,6.0,0,configs/e0184_seqtuned.yaml,kill,0.775,-0.6097,"[[1.93766, 1.77622, 1.77149, 1.76963, 1.76817, 1.76717, 1.76658, 1.76609, 1.76536, 1.76439, 1.76388, 1.7634, 1.76312, 1.76264, 1.76254], [1.94139, 1.77627, 1.77168, 1.77014, 1.76873, 1.76769, 1.76702, 1.76634, 1.76587, 1.76521, 1.76472, 1.76419, 1.76379, 1.76369, 1.7635], [1.94857, 1.77883, 1.77536, 1.77352, 1.77237, 1.7717, 1.77101, 1.77031, 1.76984, 1.76917, 1.7688, 1.76833, 1.76801, 1.76782, 1.76769], [1.95684, 1.78373, 1.78014, 1.77866, 1.77753, 1.77694, 1.77643, 1.77545, 1.77499, 1.77435, 1.77395, 1.77344, 1.77321, 1.77317, 1.77302], [1.95955, 1.77997, 1.77705, 1.77555, 1.77476, 1.77382, 1.7732, 1.77251, 1.77194, 1.77153, 1.7711, 1.77068, 1.7705, 1.77033, 1.77027]]","stage-2 confirm; screened on fold 4 only, selection deferred to the 5-fold mean"
e0185,e0101,2026-08-17T19:41:55,nn_seq,arch-search rank 6: gru d32 L4 dropout 0.37 lr 1.46e-03 wd 3.29e-04 batch 256 12 epochs,confirm,13,1.76724,0.02361,"[1.77766, 1.79824, 1.77945, 1.74855, 1.73231]",-0.16138,yes,,5.7,0,configs/e0185_seqtuned.yaml,kill,0.784,-0.5925,"[[1.9248, 1.7768, 1.77301, 1.77062, 1.76878, 1.76746, 1.76655, 1.76596, 1.76469, 1.76392, 1.76316, 1.76313], [1.92792, 1.77616, 1.77327, 1.77071, 1.76899, 1.76773, 1.76689, 1.76611, 1.76531, 1.76463, 1.7643, 1.764], [1.9328, 1.77977, 1.77608, 1.77433, 1.77286, 1.77202, 1.77108, 1.76997, 1.76937, 1.76885, 1.76843, 1.76818], [1.94286, 1.78373, 1.7812, 1.77935, 1.77786, 1.77714, 1.77642, 1.7753, 1.77473, 1.7741, 1.77369, 1.77357], [1.94284, 1.78088, 1.77769, 1.77612, 1.77512, 1.77398, 1.77341, 1.7724, 1.77187, 1.77144, 1.77108, 1.77093]]","stage-2 confirm; screened on fold 4 only, selection deferred to the 5-fold mean"
e0186,e0101,2026-08-17T19:49:21,nn_seq,arch-search rank 7: gru d64 L4 dropout 0.00 lr 2.08e-03 wd 8.16e-04 batch 1024 40 epochs,confirm,13,1.76881,0.02346,"[1.78585, 1.79711, 1.77643, 1.7523, 1.73234]",-0.15981,yes,,9.5,0,configs/e0186_seqtuned.yaml,kill,0.7718,-0.5782,"[[2.02744, 1.7817, 1.77488, 1.77216, 1.76889, 1.76865, 1.76689, 1.76719, 1.76584, 1.76522, 1.76383, 1.7633, 1.7637, 1.7628, 1.76134, 1.76076, 1.76063, 1.75996, 1.75881, 1.75766, 1.75633, 1.75516, 1.75453, 1.75308, 1.75154, 1.75015, 1.74893, 1.74754, 1.7458, 1.74458, 1.74314, 1.7417, 1.7407, 1.73958, 1.73879, 1.73808, 1.73748, 1.73711, 1.73685, 1.73672], [2.03863, 1.78085, 1.77673, 1.77236, 1.77128, 1.76831, 1.76852, 1.76724, 1.7657, 1.76539, 1.7649, 1.76445, 1.76365, 1.76326, 1.76243, 1.7629, 1.76183, 1.76161, 1.76179, 1.76041, 1.75983, 1.75892, 1.75844, 1.758, 1.75665, 1.75597, 1.75529, 1.75464, 1.75362, 1.75324, 1.75226, 1.75167, 1.75103, 1.75034, 1.74991, 1.74955, 1.74918, 1.74898, 1.74882, 1.74876], [2.04279, 1.78839, 1.77873, 1.77792, 1.77352, 1.77228, 1.77129, 1.7718, 1.77038, 1.7711, 1.76837, 1.76883, 1.76822, 1.7681, 1.76726, 1.76701, 1.76675, 1.76651, 1.76636, 1.76561, 1.76504, 1.76483, 1.76459, 1.76368, 1.76356, 1.76278, 1.76248, 1.76219, 1.76173, 1.76136, 1.76093, 1.76038, 1.7601, 1.75974, 1.75958, 1.75932, 1.75911, 1.759, 1.7589, 1.75885], [2.0618, 1.79619, 1.78525, 1.78076, 1.77933, 1.77898, 1.77572, 1.77652, 1.77451, 1.7756, 1.77387, 1.7743, 1.77323, 1.77427, 1.77242, 1.77236, 1.7724, 1.7718, 1.77158, 1.77101, 1.77108, 1.77063, 1.7705, 1.77003, 1.76966, 1.76908, 1.7689, 1.76867, 1.76838, 1.7682, 1.76779, 1.76734, 1.76712, 1.76693, 1.76671, 1.76653, 1.76637, 1.76629, 1.7662, 1.76617], [2.06387, 1.78382, 1.78409, 1.77691, 1.7782, 1.77363, 1.77394, 1.77273, 1.77367, 1.77229, 1.77151, 1.77196, 1.77107, 1.77175, 1.76972, 1.77, 1.76988, 1.76957, 1.76975, 1.76882, 1.7689, 1.76883, 1.76853, 1.76814, 1.76801, 1.76739, 1.76715, 1.767, 1.76678, 1.76662, 1.7663, 1.76602, 1.76589, 1.76571, 1.76552, 1.76539, 1.76528, 1.76519, 1.76514, 1.76509]]","stage-2 confirm; screened on fold 4 only, selection deferred to the 5-fold mean"
e0187,e0101,2026-08-17T19:46:03,nn_seq,arch-search rank 8: gru d64 L4 dropout 0.39 lr 3.97e-03 wd 3.94e-04 batch 256 8 epochs,confirm,13,1.76532,0.02125,"[1.77309, 1.79408, 1.77638, 1.74918, 1.7339]",-0.1633,yes,,4.1,0,configs/e0187_seqtuned.yaml,kill,0.7717,-0.5989,"[[1.84389, 1.77858, 1.77513, 1.77146, 1.7676, 1.76459, 1.76249, 1.76101], [1.84052, 1.77722, 1.77311, 1.77036, 1.76759, 1.76523, 1.76291, 1.76167], [1.84507, 1.7803, 1.77631, 1.77357, 1.77137, 1.76885, 1.76706, 1.76581], [1.84824, 1.78635, 1.78104, 1.77798, 1.77587, 1.77385, 1.77209, 1.771], [1.84734, 1.78194, 1.77757, 1.77473, 1.77309, 1.77096, 1.7695, 1.76851]]","stage-2 confirm; screened on fold 4 only, selection deferred to the 5-fold mean"
e0188,e0101,2026-08-18T01:40:38,nn_seq,"multi-anchor TTA: score the SAME trained model at A-0..A-29, subtract realised gmv over [A-k+1,A], recombine (666 weighting/smoothing/combiner schemes)",confirm,13,1.76458,0.02110,"[1.77291, 1.79298, 1.77464, 1.74997, 1.7324]",-0.16404,no,,5.9,0,configs/e0101_seq_gru.yaml,kill,,,,"TEST-TIME ONLY; training byte-identical to e0101 and the k=0 column reproduces e0101's folds EXACTLY, so the comparison is paired. NOT ONE of 666 schemes beats k=0; LOFO scheme selection picks k0 on all 5 folds, honest gain +0.00000. The proposal as stated (subtract+rescale, linear weights, log space) is a DISASTER: cal 1.76358 -> 2.07297, rho 0.66162 -> 0.47243. Two causes. (1) Unit mismatch: expm1(model) estimates ~E[log1p y], g_k is an arithmetic realised sum -- mean g_29 = 93.1 vs mean p_29 = 38.0, so 42.9% of users clip to zero. This is the +0.5626 functional gap of EXPERIMENTS.md 1e. (2) Anchor shift is NOT label-preserving: anchor A-k predicts window [A-k+1, A-k+30], a DIFFERENT target, so averaging adds bias linear in k while the variance saved is ~0 (adjacent anchors correlate >0.99). Pure averaging with NO subtraction also loses (+0.00015 best). Internal check: uniform_2/extrap == k0 to 8 dp, as the algebra requires. See EXPERIMENTS.md 1n."
e0189,,2026-08-18T02:10:00,gbdt_direct,"FEATURE SCREEN (proxy): tabular ~1021-block baseline, rho on 30k-user random split, 19 candidates added alone; anchors 2025-06-18 & 2025-10-16 (paired)",screen,19,,,,,yes,,,0,,,keep,"LOCAL PROXY screen, not a frozen-fold run (no folds.parquet locally). noise-control: A1 +0.00014 / A2 -0.00097. NO candidate >2x noise at both anchors. age_bucket_gmv_share_3 +0.00074/+0.00112, cart_backlog_7 +0.00090/+0.00052, cohort_rel_buy_rate90 +0.00011/+0.00042 are the only consistent-positive, borderline -> FEATURES.md confirm-eligible. recency_cart fake +0.00605 was a LOOK-AHEAD (recency scan not capped at anchor) and collapsed to nil once fixed -- the old DATA.md 10 lesson, re-verified. Do NOT add tabular features on this evidence; run at most 2 isolated confirms vs e0049.",,
e0190,,2026-08-18T02:10:00,nn_seq,"FEATURE SCREEN (proxy): causal user-split LightGBM on full-variant per-user-day features, n=15k, baseline unseen-user RMSLE 1.75027; 7 channels added alone",screen,7,,,,,yes,,,0,,,keep,"LOCAL PROXY screen for the GRU path. noise-control -0.00005 (proxy not overfit-starved). ds_order (days since last order) -0.00360 RMSLE = unambiguous (~72x proxy noise); recency-cart/activity, aov, conv, cart-per-search nil or negative. cart_backlog_running -0.00033 marginal. dso was only ever present inside the killed e0142 143-feature bundle -> never isolated; isolated it is the strongest single causal channel measured. -> FEATURES_CAUSAL.md, confirm vs e0141 on the real GRU; redundancy-penalty prior (e0110/e0114) means it can still lose.",,
e0191,e0049,2026-08-20T01:18:26,gbdt_direct,"+tsfresh block: 60 hand-vectorised tsfresh statistics (c3, time-reversal, ARCH, Haar wavelet energy, level-strikes, trend t-stat, lag-1 autocorr) x {gmv,ord} x {30,90,365}",confirm,725,1.76545,0.02173,"[1.77339, 1.79407, 1.77722, 1.7506, 1.73198]",-0.16317,yes,,142.7,0,configs/e0191_tsfresh.yaml,,0.7729,-0.5909,"[178, 178, 178, 178, 178]","Every statistic validated against tsfresh 0.21.2 itself (max rel err: c3 0.0, time_reversal 3e-08, longest_strike 0.0, autocorrelation 4e-08, linear_trend 2e-15). Three were WRONG before the library check -- c3 had a bispectrum formula, arch7 used a segment-wise Pearson instead of tsfresh's global-mean convention, trendt omitted the intercept. Lempel-Ziv was implemented and validated (6e-08) but is NOT emitted: 32s/250k-users/window vs 0.3s for everything else (unvectorisable per-user scan, ~2h/build) and it was the worst screen family (-0.00218 at A2). Local screen: bundle -0.00074 (A2) / +0.00019 (A1) vs +-0.001 noise control; best family tf_wavenergy2 +0.00039 (A1) flipped to -0.00003 (A2)."
e0192,,2026-08-20T00:00:00,gbdt_direct,"FEATURE SCREEN (proxy): tsfresh-derived 66-feature block added to the ~1021-block tabular baseline as ONE bundle, then decomposed into its 11 statistic families; anchors 2025-06-18 & 2025-10-16 (paired, same 30k users)",screen,66,,,,,no,,28,0,scripts/screen_features.py,kill,,,,"Bundle d_rho -0.00074 (A2) / +0.00019 (A1) against a noise control of -0.00097 (A2) / +0.00014 (A1) -- NIL at screen resolution. Family decomposition at BOTH anchors (6 cols each, comparable to the 1-col control): no family positive at both. Best was tf_wavenergy2 +0.00039 (A1) -> -0.00003 (A2); tf_lz -0.00218 (A2), tf_timerev -0.00175 (A1), tf_arch7 -0.00171 (A1). Statistics validated against tsfresh 0.21.2 (max rel err <=3e-08); THREE were wrong before that check (c3 bispectrum formula 1e15; arch7 segment-wise Pearson vs tsfresh global-mean convention 0.41; trendt missing intercept ~12%). Confirm-tier follow-up = e0191 on frozen folds."
e0193,e0195,2026-08-20T11:52:00,nn_seq,"+1 channel: ds_order = log1p(days since last to_ord>0), T=never sentinel (FEATURES_CAUSAL.md candidate 1, ISOLATED on top of full)",confirm,86,1.74377,0.00326,"[1.74039, 1.74296, 1.74036, 1.74786, 1.74728]",-0.00010,no,,54.9,0;1;2,src/run_usercv.py --variant full_dso --folds 0 1 2 3 4 --seeds 3 --epochs 60,keep,,,,"KEPT ON USER INSTRUCTION, NOT ON EVIDENCE. delta -0.00010 = 0.5 sigma (sigma_noise nn_seq = 0.00020; threshold 2sigma = 0.00040); 3/5 folds; paired over the 15 matched (fold,seed) cells: mean -0.00010, sd 0.00039, t=-1.02, p~0.32, 10/15 cells better. AUC 0.84643 vs 0.84635 (flat -- per EXPERIMENTS.md 1b, AUC is the gate on rho). KEY FINDING: the LightGBM user-split proxy screened this at -0.00360; the real GRU gives -0.00010, an overstatement of 36x. The proxy's premise -- that the recurrence cannot cheaply carry days-since-order -- is refuted; it carries it fine. Causality assert (job 23871687) passed at t=120/250/348. USER-SPLIT protocol (md5 salt gmv-v1, 5 folds x 3 seeds = 15 cells): NOT comparable to the frozen-fold cv_mean of other rows in this file. Matched same-session control usercv_full = 1.74387 (e0195)."
e0194,e0195,2026-08-20T11:50:00,nn_seq,"+1 channel: cart_backlog = log1p(cumsum(to_cart - to_ord)) running unconverted stock (FEATURES_CAUSAL.md candidate 2, ISOLATED on top of full)",confirm,86,1.74377,0.00353,"[1.74014, 1.74260, 1.74027, 1.74853, 1.74732]",-0.00010,no,,53.1,0;1;2,src/run_usercv.py --variant full_backlog --folds 0 1 2 3 4 --seeds 3 --epochs 60,keep,,,,"KEPT ON USER INSTRUCTION, NOT ON EVIDENCE. delta -0.00010 = 0.5 sigma; 3/5 folds; paired over 15 cells: mean -0.00010, sd 0.00052, t=-0.74, p~0.47, 8/15 cells better (coin flip = 7.5). AUC 0.84648 vs 0.84635, flat. Proxy screened it at -0.00033. NOTE: this and e0193 are DIFFERENT channels (a recency scalar vs a cumulative stock) that produced the IDENTICAL delta -- consistent with a noise distribution centred near zero. Causality assert (job 23871687) passed at t=120/250/348. USER-SPLIT protocol (md5 salt gmv-v1, 5 folds x 3 seeds = 15 cells): NOT comparable to the frozen-fold cv_mean of other rows in this file. Matched same-session control usercv_full = 1.74387 (e0195)."
e0195,,2026-08-20T11:57:00,nn_seq,"CONTROL re-baseline: full (85 ch) GRU, user-split, same session as e0193/e0194 -- exists because cross-session drift exceeds the effect sizes being tested",confirm,85,1.74387,0.00333,"[1.74021, 1.74334, 1.74045, 1.74823, 1.74714]",,,,59.0,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60,keep,,,,"The parent for e0193/e0194. Identical config to e0141 (logged 1.74341) but re-runs at 1.74387: a +0.00046 cross-session drift for a config with ZERO changes, 4.6x the effect size e0193/e0194 claim. This is why the deltas above are measured against THIS run and not against the logged e0141. AUC 0.84635. USER-SPLIT protocol (md5 salt gmv-v1, 5 folds x 3 seeds = 15 cells): NOT comparable to the frozen-fold cv_mean of other rows in this file. Matched same-session control usercv_full = 1.74387 (e0195)."
e0196,e0197,2026-08-20T00:35:00,nn_seq,standardise each channel with TRAILING-30d per-day stats (pooled over train users) instead of one global pooled scalar per channel,confirm,143,1.74301,0.00337,"[1.73909, 1.74240, 1.73980, 1.74736, 1.74642]",-0.00005,no,,57.5,0;1;2,src/run_usercv.py --variant extra --folds 0 1 2 3 4 --seeds 3 --epochs 60 --month-norm,kill,,,,"delta -0.00005, 3/5 folds, AUC 0.84650 vs 0.84654 (flat). The GRU sees the whole 409-day sequence, so a slowly-varying level is something it already learns; re-centring inputs per day mostly re-parametrises it. Run on variant `extra`, whose CV<->LB link is KNOWN BROKEN (e0142: best user-split CV, worst LB at 1.6785) -- so this is a null on the mechanism, not evidence about `full`. Two earlier attempts at this were invalid: one submitted without the --month-norm flag, both then died on a scratch QUOTA exhaustion (EDQUOT mid torch.save). Fixed since: artefact tag now includes _mnorm (the screen had OVERWRITTEN the usercv_extra baseline OOF+report, CLAUDE.md rule 10) and the log prints the standardisation mode. NOT comparable to frozen-fold rows."
e0197,,2026-08-20T00:33:00,nn_seq,"CONTROL re-baseline: extra (143 ch) GRU, global pooled stats, same session as e0196",confirm,143,1.74307,0.00333,"[1.73944, 1.74222, 1.73981, 1.74746, 1.74640]",,,,56.6,0;1;2,src/run_usercv.py --variant extra --folds 0 1 2 3 4 --seeds 3 --epochs 60,keep,,,,"The parent for e0196. Stored usercv_extra baseline (2026-08-13) was 1.74280; this identical re-run gives 1.74307, a +0.00027 cross-session drift with zero config changes. AUC 0.84654. NOT comparable to frozen-fold rows."
e0210,e0049,2026-08-22T13:21:08,gbdt_direct,"XGBoost instead of LightGBM, e0049's 665 features and matched hyperparameters",confirm,665,1.76588,0.02183,"[1.77368, 1.79506, 1.77738, 1.7507, 1.7326]",-0.16273,yes,,146.6,0,configs/e0210_xgb_base.yaml,,0.7738,-0.5913,"[178, 178, 178, 178, 178]",family reference for the FEATURES.md confirms (e0211-e0214); e0049 = 1.76551
e0211,e0210,2026-08-22T13:10:43,gbdt_direct,"+age_bucket_gmv_share_3 (FEATURES.md candidate A), one feature",confirm,666,1.766,0.02173,"[1.77388, 1.79497, 1.77729, 1.75126, 1.73259]",-0.16262,yes,,136.2,0,configs/e0211_xgb_agebucket.yaml,,0.7734,-0.5917,"[178, 178, 178, 178, 178]","screen d_rho +0.00074 (A1) / +0.00112 (A2), the largest consistent positive of 19 candidates"
e0212,e0210,2026-08-22T13:12:20,gbdt_direct,"+cart_backlog_7 (FEATURES.md candidate B), one feature",confirm,666,1.76596,0.0218,"[1.77371, 1.79495, 1.77751, 1.75121, 1.73241]",-0.16266,yes,,137.8,0,configs/e0212_xgb_cartbacklog.yaml,,0.7734,-0.5915,"[178, 178, 178, 178, 178]",screen d_rho +0.00090 (A1) / +0.00052 (A2); the stock between cart inflow and order outflow
e0213,e0210,2026-08-22T13:09:31,gbdt_direct,"+cohort_rel_buy_rate90 (FEATURES.md candidate C), one feature",confirm,666,1.76597,0.02178,"[1.77386, 1.79504, 1.77728, 1.75103, 1.73261]",-0.16265,yes,,134.4,0,configs/e0213_xgb_cohortrel.yaml,,0.7735,-0.5915,"[178, 178, 178, 178, 178]","screen d_rho +0.00011 (A1) / +0.00042 (A2), smallest of the three; lowest prior"
e0214,e0210,2026-08-22T13:04:48,gbdt_direct,"+one i.i.d. normal column -- NOISE CONTROL, not a candidate",confirm,666,1.76595,0.02177,"[1.7738, 1.79506, 1.77716, 1.75118, 1.73254]",-0.16267,yes,,129.6,0,configs/e0214_xgb_noisectl.yaml,,0.7736,-0.5912,"[178, 178, 178, 178, 178]","definitionally worthless; measures what |delta| this protocol yields for a null feature, which is the only honest yardstick for reading e0211-e0213"
e0215,,2026-08-22T12:47:00,nn_seq,"PROTOCOL: add a CALENDAR split to the user-split CV (--t-cut 2025-09-16); train+in-calendar val on anchors <=2025-09-16, 30d embargo, FORWARD val on anchors >=2025-10-16. Control run, variant full",confirm,85,1.75847,0.00372,"[1.754, 1.75761, 1.75519, 1.76289, 1.76267]",,,,46.1,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --t-cut 2025-09-16,keep,,,,"B7 FIX, control. FORWARD 1.73305 +/-0.00407, forward guard-clean 1.71397, fAUC 0.84963, in-cal AUC 0.84226. NOT comparable to e0195 (1.74387): training anchors truncated 378->258. Parent for e0216/e0217."
e0216,e0215,2026-08-22T12:53:00,nn_seq,variant extra (143 ch = full + recency/dispersion/ratios/trend/expanding/CALENDAR) under the --t-cut 2025-09-16 forward protocol,confirm,143,1.75818,0.0037,"[1.75384, 1.75716, 1.7549, 1.76252, 1.76248]",-0.00029,no,,52.9,0;1;2,src/run_usercv.py --variant extra --folds 0 1 2 3 4 --seeds 3 --epochs 60 --t-cut 2025-09-16,park,,,,"FORWARD 1.72765, delta -0.00540 vs e0215 on 5/5 folds (27 sigma), fAUC +0.00070. MY PRE-REGISTERED PREDICTION (that the forward reading would REVERSE the ranking) FAILED: calendar HELPS forward-in-calendar. Mechanism identified: the forward block 2025-10-16..2026-01-14 never crosses a YEAR boundary onto a previously-seen day-of-year, which is what killed e0142 (LB 1.6785, rho 0.70083 vs e0141 0.70345). This cut tests the wrong axis; e0230/e0231 (--t-cut 2025-12-03) test the year boundary."
e0217,e0215,2026-08-22T12:53:00,nn_seq,"variant extra_nocal (138 ch = extra MINUS the 5 calendar channels dow_sin/dow_cos/dom/moy_sin/moy_cos), isolating the non-calendar half of the extra bundle",confirm,138,1.75842,0.00391,"[1.754, 1.75694, 1.75504, 1.76319, 1.76291]",-5e-05,no,,52.1,0;1;2,src/run_usercv.py --variant extra_nocal --folds 0 1 2 3 4 --seeds 3 --epochs 60 --t-cut 2025-09-16,kill,,,,"THE DECOMPOSITION. in-cal -0.00005, FORWARD -0.00055 (3/5, [+83,-259,-140,-197,+240]e-5), fAUC -0.00017 -- all inside noise. So the 53 non-calendar channels of `extra` are nil and the calendar block carries ~90% of extra's forward gain. Independently confirmed on the frozen anchors: usercv_extra vs usercv_full rho +0.00001, RMSLE -0.00001. CONCLUSION: abandoning `extra` after e0142 cost NO leaderboard score -- there was no hidden positive part."
e0220,e0049,2026-08-22T14:26:58,gbdt_direct,e0049 with early stopping instead of fixed_rounds=178 (control arm for e0221),confirm,665,1.76924,0.01989,"[1.77683, 1.79648, 1.77967, 1.75139, 1.74185]",-0.15938,yes,,94.4,0,configs/e0220_l2_es.yaml,,0.7691,-0.596,"[127, 148, 216, 264, 144]",control arm only; not a candidate. Pairs with e0221.
e0221,e0220,2026-08-22T16:30:42,gbdt_direct,"HL-Gauss cross-entropy over 12 binned log1p targets, readout E[L]=sum p_k c_k",confirm,665,1.81306,0.01305,"[1.82094, 1.83416, 1.80966, 1.79868, 1.80185]",-0.11556,yes,,218.1,0,configs/e0221_hlgauss.yaml,,0.7282,-0.5643,"[520, 902, 281, 443, 220]","IDEAS.md E-IDEA-01. Port gate (custom objective == LightGBM multiclass, max|d raw|=0) runs inside the job and aborts on failure."
e0221smoke,e0220,2026-08-22T13:00:53,gbdt_direct,"HL-Gauss cross-entropy over 12 binned log1p targets, readout E[L]=sum p_k c_k",screen,665,1.80378,0.00201,"[1.80177, 1.80579]",-0.10586,yes,,40.4,0,configs/e0221smoke.yaml,,0.697,-0.58,"[60, 60]","IDEAS.md E-IDEA-01. Port gate (custom objective == LightGBM multiclass, max|d raw|=0) runs inside the job and aborts on failure."
e0222,e0220,2026-08-22T15:59:36,gbdt_direct,two-part hurdle P(buy) x E[log1p|buy] on the 665-feature set (e0010 used 62),confirm,665,1.76886,0.0204,"[1.77708, 1.79631, 1.77985, 1.75044, 1.74059]",-0.15976,yes,,110.5,0,configs/e0222_twopart_full.yaml,,0.7733,-0.5936,"[[146, 123], [151, 142], [180, 136], [281, 232], [354, 276]]","IDEAS.md I13/I14. Retest of graveyard entry e0010 at 10x the feature count, motivated by a measured magnitude-term ceiling."
e0232,,2026-08-22T15:01:00,nn_seq,"CONTROL re-baseline: full (85 ch) under --t-cut 2025-09-16, same session as e0233/e0234, now with rho + RMSLE* reporting",confirm,85,1.75847,0.00372,"[1.754, 1.75761, 1.75519, 1.76289, 1.76267]",,,,46.3,0;1;2,src/run_usercv.py --variant full --folds 0 1 2 3 4 --seeds 3 --epochs 60 --t-cut 2025-09-16,keep,,,,"Parent for e0233/e0234. FORWARD rho 0.67683 (POOLED -- see the warning below), fwd guard-clean rho 0.68212, within-anchor rho at the forward anchor 2025-10-16 = 0.68200."
e0233,e0232,2026-08-22T15:00:00,nn_seq,"variant extra_nodoy (141 ch) = extra MINUS ONLY moy_sin/moy_cos, keeping dow_sin/dow_cos/dom -- isolating the year-boundary-SAFE half of the calendar block",confirm,141,1.75856,0.00375,"[1.75412, 1.75728, 1.75545, 1.76293, 1.763]",9e-05,no,,52.0,0;1;2,src/run_usercv.py --variant extra_nodoy --folds 0 1 2 3 4 --seeds 3 --epochs 60 --t-cut 2025-09-16,kill,,,,"WITHIN-ANCHOR rho at the forward anchor +0.00006 vs e0232 = NIL. So the calendar block's +0.00049 does NOT live in the period-safe channels (dow period 7, dom period ~30) -- it is specifically day-of-year, the one channel that maps 2026-02 onto 2025-02's level. There is no safe half to keep."
e0234,e0232,2026-08-22T15:00:00,nn_seq,variant full_popidx (86 ch) = full + ONE broadcast channel pop_gmv_30 (population trailing-30d mean log1p(gmv)) -- a MEASURED regime index instead of a MAPPED calendar position,confirm,86,1.75842,0.00388,"[1.75399, 1.75712, 1.75499, 1.76294, 1.76305]",-9e-05,no,,47.4,0;1;2,src/run_usercv.py --variant full_popidx --folds 0 1 2 3 4 --seeds 3 --epochs 60 --t-cut 2025-09-16,kill,,,,"A FALSE POSITIVE CAUGHT BY THE RIGHT STATISTIC. POOLED forward rho read +0.00079 over 91 anchors -- above the +0.00070 per-member bar -- but WITHIN-ANCHOR rho at the forward anchor is -0.00009. Pooling across days credits BETWEEN-ANCHOR level (knowing December outranks July), which 1b proves is free at submission. The competition scores ONE anchor. The guard-clean single-anchor figure (+0.00018) disagreed with the pooled one and was the honest signal. run_usercv.py now reports rho_within(); verified on synthetic data where pooled reads 0.9424 vs within 0.5118. Confirmed independently by e0242."
e0235,e0162,2026-08-22T14:05:00,postproc,"NONLINEAR (monotone) recalibration of the champion blend: g=E[L|M] by isotonic PAVA and by equal-count bins (50/200/1000), fitted leave-one-fold-out on the z-scored blend",screen,1,,,,-6.4e-05,no,,0.3,0,scratchpad/a1_isotonic.py,kill,,,,"EVERY monotone map LOSES out of sample; no-op control is exactly +0.000000. isotonic -0.000064, binned200 -0.000126, binned1000 -0.000332, binned50 -0.000370 -- monotone in the number of free parameters = pure overfitting with no signal underneath. In population corr(L,g(M))>=corr(L,M) by Cauchy-Schwarz with equality iff E[L|M] is LINEAR, so this measures E[L|M] as already linear. EXTENDS 1b: 'only rho is irreducible' now holds for ANY monotone map, not just affine -- which also kills quantile-matching the prediction onto the probe-solved truth distribution."
